codigo,fecha_radicacion,nombre_proyecto,valor_inicial_proyecto,valor_adicional,valor_total_proyecto,sector,municipio,entidad_presenta,estado_proyecto
60232,2006-08-10,Adecuación acabados cuarto piso en bloques A y B penitenciaria carcel del Bosque Barranquilla en el Dpto del Atlántico,28169756,0,28169756,Seguridad,Barranquilla,Interior,VIABLE
60233,2006-08-10,remodelación bateria de baños soldados Batallón Vergara y Velasco en el municipio de Malambo.,39801965,0,39801965,Seguridad,Malambo,Interior,DEVUELTO
60234,2006-08-14,Construcción de red secundaria eléctrica en cable trenzado en la carrera 15 con calle 8 de Candelaria,39019893,0,39019893,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
60235,2006-08-14,Construcción de red secundaria eléctrica en cable trenzado en la calle 11 entre carreras 10 y 11 de Candelaria,34488021,0,34488021,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
60236,2006-10-14,Construcción de red secundaria eléctrica en cable trenzado en la calle 15A entre carreras 23 y 25 de Candelaria,39531489,0,39531489,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
60237,2006-10-14,Construcción de red secundaria eléctrica en cable trenzado en la carreras 10A y 11 entre calles 10 y 8 de Candelaria,28682168,0,28682168,Electrificación,Candelaria,Candelaria,RECURSOS ASIGNADOS
60238,2006-08-14,"Capacitación a comités locales de emergencia en planeación y desastres en los municipio s de Luruaco, Repelón, Polonuevo y Usiacurí",15750000,0,15750000,Mitigación de riesgos,"Luruaco, Repelón, Polonuevo, Usiacurí",Interior,RECURSOS ASIGNADOS
60239,2006-08-16,Adecuación parque Alvaro Dugand Donado de Sabanagrande,40442969,0,40442969,Deporte y Recreación,Sabanagrande,Sabanagrande,RECURSOS ASIGNADOS
60240,2006-08-16,Electrificación sector Nuevo Horizonte carrera 1 con calle 2 de Puerto Colombia,39720733,0,39720733,Electrificación,Puerto Colombia,Puerto Colombia,RECURSOS ASIGNADOS
60241,2006-08-18,Ampliación y remodelación de consulta externa en la ESE Hospital departamental de Sabanalarga,260433404,130534906,390968310,Salud,Sabanalarga,Salud,RECURSOS ASIGNADOS
60242,2006-08-18,"Adecuación, limpieza y rectificación del arroyo San Blas para la prevención de desastres y mejoramiento ambiental en el municipio de Malambo. Departamento del Atlántico.",24436346,0,24436346,Mitigación de riesgos,Malambo,Interior,RECURSOS ASIGNADOS
60243,2006-08-24,Construcción de cancha múltiple en el parque del Barrio El Mercado de Manatí,39024226,0,39024226,Deporte y Recreación,Manatí,Manatí,ESTUDIO
60244,2006-08-25,Aplicación y fortalecimiento institucional a los 22 municipios del Dpto del Atlántico en DDHH y DIH 2006.,96000000,0,96000000,Convivencia,Departamento,Interior,RECURSOS ASIGNADOS
60245,2006-08-25,Programa de construcción de vivienda de interés social en la urbanización La Candelaria II etapa B en el municipio de Soledad departamento del Atlántico,1085460488,561713732,1647174220,Vivienda,Soledad,Infraestructura,RECURSOS ASIGNADOS
60246,2006-08-28,"Construcción de 2 puentes peatonales colocación de barandas peatonales, señalización y conferencias viales en el municipio de Usiacurí",85533555,0,85533555,Transito y Transporte,Usiacurí,Usiacurí,DEVUELTO
60247,2006-08-28,Adecuación y Dotación  de la planta física del puesto de salud del Corregimiento de Martillo en Ponedera,181946000,0,181946000,Salud,Ponedera,Salud,DEVUELTO
60248,2006-08-28,Mejoramiento de la infraestructura de la E.S.E. Hospital de Ponedera,46272925,0,46272925,Salud,Ponedera,Salud,VIABLE
60249,2006-08-28,Dotación de equipos médicos y odontológicos de la E.S.E. Hospital Local del municipio de Candelaria,316257000,0,316257000,Salud,Candelaria,Salud,VIABLE
60250,2006-08-28,Dotación de equipos médicos y oficina para la E.S.E. de Salud de Galapa,211842612,0,211842612,Salud,Galapa,Salud,VIABLE
60251,2006-08-28,Dotación de equipo médico y equipos de oficina de la E.S.E. Hospital Local de Repelón,140743400,0,140743400,Salud,Repelón,Salud,VIABLE
60252,2006-08-30,Dotación de equipos médicos e instrumental para el servicio de urgencias de la E.S.E. del Hospital mpal de Sabanagrande,51368000,0,51368000,Salud,Sabanagrande,Salud,VIABLE
60253,2006-08-30,Dotación del sistema central del aire acondicionado en la E.S.E. del Hospital Mpal de Sabanagrande,44000000,0,44000000,Salud,Sabanagrande,Salud,VIABLE
60254,2006-08-30,Dotación de equipos de computos de la E.S.E. del Hospital Mpal de Sabanagrande,28286000,0,28286000,Salud,Sabanagrande,Salud,VIABLE
60255,2006-08-30,Mejoramiento de la seguridad alimentaria y nutricional de las poblaciones vulnerables en el Dpto del Atlántico,884846000,0,884846000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
60256,2006-08-30,Implementación de cultivos de tilapias en jaulas flotantes para los pescadores de Luruaco y Bohorquez en el municipio de Campo de la Cruz,80665000,0,80665000,Agropecuario,Luruaco y Campo de la Cruz,Desarrollo,RECURSOS ASIGNADOS
60257,2006-08-30,Rehabilitación canal La Floresta del Municipio de Manati,18009663,0,18009663,Mitigación de riesgos,Manatí,Interior,RECURSOS ASIGNADOS
60258,2006-08-30,Construcción muro de cerramiento en la Institución Educativa Maria Inmaculada en el corregimiento de Pital de Megua de Baranoa,33816788,0,33816788,Educación,Baranoa,Baranoa,RECURSOS ASIGNADOS
60259,2006-08-30,Adecuación de 12 aulas escolares y áreas comunes en la Institución Educativa Julio Pantoja Maldonado en el municipio de Baranoa,39265229,0,39265229,Educación,Baranoa,Baranoa,RECURSOS ASIGNADOS
60260,2006-08-30,"Ampliación, mantenimiento y reparaciones en la Institución Educativa Escuela Normal Superior Nuestra Señora de Fatima de Sabanagrande",1426912500,0,1426912500,Educación,Sabanagrande,Sabanagrande,DEVUELTO
60261,2006-08-30,Rehabilitación de la prolongación de la vía Cascajal - Sabanalarga hasta empalmar con la carretera la Cordialidad en el Dpto del Atlántico,6000000000,0,6000000000,Vías,Sabanalarga,Infraestructura,RECURSOS ASIGNADOS
60262,2006-08-31,Aportes para la promoción y desarrollo del sector turístico y microempresarial en el Departamento del Atlantico. Convenio Comité Mixto.,146375000,0,146375000,Turismo,Departamento,Desarrollo,RECURSOS ASIGNADOS
60263,2006-09-08,"Electrificación del barrio Blas de Lesso - I etapa, casco urbano de  Campo de la Cruz",39505020,0,39505020,Electrificación,Campo de la Cruz,Campo de la Cruz,RECURSOS ASIGNADOS
60264,2006-09-08,Mantenimiento del carreteable Polonuevo - Matadero Nuevo - Arroyo Grande (Uvito)  - Sabanalarga en el municipio de Polonuevo.,199821750,0,199821750,Vías,Polonuevo,Polonuevo,VIABLE
60265,2006-09-08,Adecuación General de la cancha de futbol del Barrio Loma Fresca de Puerto Colombia,35050155,0,35050155,Deporte y Recreación,Puerto Colombia,Puerto Colombia,DEVUELTO
60266,2006-09-08,Mejoramiento de la infraestructura de la biblioteca municipal de Polonuevo. Atlántico,38347956,-3878173,34469783,Cultura,Polonuevo,Polonuevo,VIABLE
60267,2006-09-08,Mejoramiento y acondicionamiento de las instalaciones físicas de la cancha de futbol Santander en el municipio de Puerto Colombia,35107618,0,35107618,Deporte y Recreación,Puerto Colombia,Puerto Colombia,RECURSOS ASIGNADOS
60268,2006-09-08,Adecuación general del muro de cerramiento de la cancha de futbol Santander en el municipio de Puerto Colombia,33900000,6981058,40881058,Deporte y Recreación,Puerto Colombia,Puerto Colombia,RECURSOS ASIGNADOS
60269,2006-09-08,Adecuación del estadio de softball en el municipio de Puerto Colombia,35254934,0,35254934,Deporte y Recreación,Puerto Colombia,Puerto Colombia,DEVUELTO
60270,2006-09-13,Implementación de un proyecto de cría y comercialización de ovinos en el Dpto del Atlántico,361963125,0,361963125,Agropecuario,Departamento,Desarrollo,RECURSOS ASIGNADOS
60271,2006-09-13,Construcción aula tipo II en la I.E. técnica comercial sede No. 3 Maria Auxiliadora de Sabanagrande,135325445,0,135325445,Educación,Sabanagrande,Sabanagrande,DEVUELTO
60272,2006-09-13,Construccion de red eléctrica secundaria trenzada en las carreras 1F y 2 entre calles 6 y 7 de Juan de Acosta,36423722,0,36423722,Electrificación,Juan de Acosta,Juan de Acosta,RECURSOS ASIGNADOS
60273,2006-09-13,Electrificación del barrio Frías I etapa del casco urbano de Sabanagrande,40759878,0,40759878,Electrificación,Sabanagrande,Sabanagrande,RECURSOS ASIGNADOS
60274,2006-09-13,Mejoramiento de 48 viviendas de interes social en la urbanización San Francisco de Ponedera,198645000,0,198645000,Vivienda,Ponedera,Ponedera,RECURSOS ASIGNADOS
60275,2006-09-14,Adecuación del aula de audiovisuales en Institución Educativa Normal Santa Ana en el municipio de Baranoa,261627074,0,261627074,Educación,Baranoa,Baranoa,RECURSOS ASIGNADOS
60276,2006-09-14,Construcción cubierta para el coliseo de feria ganadera de Sabanalarga,247567757,0,247567757,Productividad y Competividad,Sabanalarga,Desarrollo,DEVUELTO
60277,2006-09-15,Adecuación Centro de Vida por la Puerta Grande en el municipio de Juan de Acosta,40000000,0,40000000,Familia,Juan de Acosta,Juan de Acosta,RECURSOS ASIGNADOS
60278,2006-09-18,Normalización de las redes eléctricas Barrio centro en el municipio de Sabanagrande,921524941,0,921524941,Electrificación,Sabanagrande,Sabanagrande,VIABLE
60279,2006-09-19,Apoyo a la realización del campeonato P.W.A. tour Colombia 2007 en Puerto Velero de Tubará,427903750,0,427903750,Turismo,Tubará,Desarrollo,VIABLE
60280,2006-09-20,Capacitación en promoción en salud mental con enfasis en la autoestima de la población carcelaria en el departamento del Atlántico.,25999920,0,25999920,Convivencia,Departamento,Interior,DEVUELTO
60281,2006-09-20,Apoyo a la navidad 2006 a la niñez de los estratos I y II de los municipio del Departamento,150000000,0,150000000,Familia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
60282,2006-09-22,Mejoramiento de redes eléctricas del barrio Tabardillo de Campo de la Cruz,39950000,0,39950000,Electrificación,Campo de la Cruz,Campo de la Cruz,RECURSOS ASIGNADOS
60283,2006-09-22,Aporte para el montaje de la sala de exhibición del museo de Galapa,110000000,0,110000000,Cultura,Galapa,Cultura,RECURSOS ASIGNADOS
60284,2006-09-22,Construcción de rede secundaria trenzada sobre carretera del Algodón entre el puente el vaiven hasta la calle 7 Barrio el Vaiven de Juan de Acosta,39846629,0,39846629,Electrificación,Juan de Acosta,Infraestructura,RECURSOS ASIGNADOS
60285,2006-09-22,Construcción de red secundaria trenzada en la calle 4 entre carreras 2 a la 6 Barrio el Vaiven de Juan de Acosta,36228724,0,36228724,Electrificación,Juan de Acosta,Infraestructura,RECURSOS ASIGNADOS
60286,2006-09-27,Electrificación de la vereda Caimital en el municipio de Malambo por medio de energía fotovoltaica,399270051,0,399270051,Electrificación,Malambo,Malambo,RECURSOS ASIGNADOS
60287,2006-09-27,Construcción de obras complementarias para la planta de tratamiento de agua del acueducto del corregimiento de Rotinet de Repelón,34792907,17207093,52000000,Agua Potable,Repelón,Agua Potable,RECURSOS ASIGNADOS
60288,2006-09-27,"Capacitación promoción de la convivencia pacífica a través de talleres pedagogicos sobre prinicipios valores deberes y DDHH en los municipios de Puerto Colombia, Tubará, Juan de Acosta, Piojo",30940000,0,30940000,Convivencia,"Puerto Colombia, Tubará, Juan de Acosta, Piojó",Interior,VIABLE
60289,2006-09-27,"Capacitación en violencia intrafamiliar en los municipios de Soledad, Malambo, Sabanagrande, santo tomás, Palmar de Varela y Polonuevo",31128000,0,31128000,Convivencia,"Soledad, Malambo, Sabanagrande, Santo tomás, Palmar de Varela y Polonuevo",Interior,VIABLE
60290,2006-10-03,"Construcción de sala de cirugía ambulatoria, partos, hospitalización y compra de equipos médicos en el municipio de Tubará",160196000,0,160196000,Salud,Tubará,Tubará,ESTUDIO
60291,2006-10-03,Apoyo a las obras urbanísticas de la Urbanización Mati III etapa del Municipio de Manatí.,340000000,0,340000000,Vivienda,Manatí,Manatí,ESTUDIO
60292,2006-10-06,Adecuación de la plazoleta parque metropolitano para la ubicación de la escultura de Shakira en Barranquilla,40323791,20006992,60330783,Deporte y Recreación,Barranquilla,Infraestructura,RECURSOS ASIGNADOS
60293,2006-10-06,Apoyo a la innovacion y desarrollo tecnológico para el sector artesanal en el departamento del Atlántico,100000000,0,100000000,Productividad y Competividad,Departamento,Desarrollo,RECURSOS ASIGNADOS
60294,2006-10-06,Apoyo proyecto normalización estructural y administrativa de la playa modelo Sabanilla de Puerto Colombia,779797280,0,779797280,Turismo,Puerto Colombia,Desarrollo,RECURSOS ASIGNADOS
60295,2006-10-09,Optimización del sistema de Acueducto del Corregimiento de Aguada de Pablo de Sabanalarga,613040112,0,613040112,Agua Potable,Sabanalarga,Agua Potable,VIABLE
60296,2006-10-09,Adecuación cubierta modulos de aulas en la I.E.T. Comercial de Sabanalarga,40249438,0,40249438,Educación,Sabanalarga,Sabanalarga,RECURSOS ASIGNADOS
60297,2006-10-09,Construcción de red eléctrica secundaria en la carrera 2 y 3 con calle 7 de Polonuevo,23248000,0,23248000,Electrificación,Polonuevo,Polonuevo,RECURSOS ASIGNADOS
60298,2006-10-09,Mejoramiento del camino Julio zona rural de Ponedera,395000000,0,395000000,Vías,Ponedera,Ponedera,DEVUELTO
60299,2006-10-09,Centro de Gestores de convivencia ciudadana,144313000,158850838,303163838,Convivencia,Departamento,Gerencia Capital Social,RECURSOS ASIGNADOS
60300,2006-10-09,Construcción de obras complementarias generadas por la rehabilitación del Distrito de Riego de pequeña escala del municipio de Repelón,32760000,0,32760000,Agropecuario,Repelón,Desarrollo,RECURSOS ASIGNADOS
60301,2006-10-10,Estudios de preinversión casa museo Bolivariano del municipio de Soledad,40046000,0,40046000,Cultura,Soledad,Cultura,RECURSOS ASIGNADOS
60302,2006-10-12,Erradicación de botaderos a cielo abierto de Sabanalarga,20000000,0,20000000,Residuos Sólidos,Sabanalarga,Agua Potable,RECURSOS ASIGNADOS
60303,2006-10-12,Electrificación del barrio 2 de marzo de Sabanagrande,683736482,0,683736482,Electrificación,Sabanagrande,Infraestructura,VIABLE
60304,2006-10-12,Construcción y adecuación del Centro de Vida del adulto mayor Nuestra Señora del Transito de Usiacurí,149133584,0,149133584,Familia,Usiacurí,Usiacurí,RECURSOS ASIGNADOS
60305,2006-10-19,Construcción unidades sanitarias para el corregimiento de Pendales de Luruaco,40000000,18140300,58140300,Alcantarillado,Luruaco,Agua Potable,RECURSOS ASIGNADOS
60306,2006-10-19,Construcción de redes secundarias en la calle 2 entre carreras 4 y 6 en la carreras 1 sur con calle 13B de Sabanagrande,40109866,0,40109866,Electrificación,Sabanagrande,Infraestructura,RECURSOS ASIGNADOS
60307,2006-10-19,Construcción unidades sanitarias del barrio San Martín de Baranoa,40000000,0,40000000,Alcantarillado,Baranoa,Agua Potable,RECURSOS ASIGNADOS
60308,2006-10-19,Canalización de un afluente del arroyo San Nicolas desde la cra 10 hasta la cra 2 entre calles 6 y 7 de Polonuevo,384097077,0,384097077,Mitigación de riesgos,Polonuevo,Polonuevo,VIABLE
60309,2006-10-20,Construcción de un puente sobre el arroyo pital en la vía que conduce del municipio de Polonuevo al municipio de Malambo,269813720,0,269813720,Transito y Transporte,Polonuevo,Polonuevo,VIABLE
60310,2006-10-20,Construcción de red eléctrica secundaria en las calles 1 y 2 con carrera 4 en el municipio de Polonuevo,27863464,0,27863464,Electrificación,Polonuevo,Polonuevo,RECURSOS ASIGNADOS
60311,2006-10-20,Capacitación a jóvenes y Dotación de instrumentos musicales para la puesta en marcha de la escuela de música de Repelón,54000000,0,54000000,Cultura,Repelón,Repelón,ESTUDIO
60312,2006-10-23,Ampliación de redes y coberturas en el barrio Villa Concepción en el municipio de Sabanalarga,26059000,0,26059000,Electrificación,Sabanalarga,Sabanalarga,DEVUELTO
60313,2006-10-24,Construcción de 86 unidades sanitarias en Villa Esperanza para el mejoramiento de las vivivendas construidas por el convenio Generalitat Valenciana - Fere y Fundación Armonia Social,52898772,0,52898772,Vivienda,Malambo,Infraestructura,DEVUELTO
